;;;;;;
9;ICME_Wind_MOESTL_20201005_01;1;;;;
19;ICME_Wind_MOESTL_20200724_01;0;;;;
28;ICME_Wind_MOESTL_20200529_01;0;;;;
31;ICME_Wind_MOESTL_20200420_01;1;;;;
33;ICME_Wind_MOESTL_20200217_01;0;;;;
40;ICME_Wind_MOESTL_20191111_01;0;;;;
42;ICME_Wind_MOESTL_20191029_01;1;;;;
46;ICME_Wind_MOESTL_20190820_01;1;;;;
53;ICME_Wind_MOESTL_20190527_01;1;;;;
55;ICME_Wind_MOESTL_20190513_01;1;;;;
56;ICME_Wind_MOESTL_20190510_01;1;;;;
68;ICME_Wind_MOESTL_20180907_01;1;;;;
69;ICME_Wind_MOESTL_20180825_01;0;;;;
70;ICME_Wind_MOESTL_20180811_01;0;;;;
75;ICME_Wind_MOESTL_20180710_01;0;;;;
77;ICME_Wind_MOESTL_20180606_01;0;;;;
78;ICME_Wind_MOESTL_20180309_01;1;;;;
80;ICME_Wind_MOESTL_20171224_01;1;;;;
86;ICME_Wind_MOESTL_20170907_01;1;;;;
87;ICME_Wind_MOESTL_20170906_01;1;;;;
91;ICME_Wind_MOESTL_20170716_01;1;;;;
95;ICME_Wind_MOESTL_20170527_01;1;;;;
96;ICME_Wind_MOESTL_20170413_01;0;;;;
97;ICME_Wind_MOESTL_20170409_01;0;;;;
99;ICME_Wind_MOESTL_20170404_01;0;;;;
105;ICME_Wind_MOESTL_20161012_01;1;;;;
106;ICME_Wind_MOESTL_20160914_01;0;;;;
109;ICME_Wind_MOESTL_20160802_01;0;;;;
110;ICME_Wind_MOESTL_20160724_01;1;;;;
112;ICME_Wind_MOESTL_20160719_01;1;;;;
114;ICME_Wind_MOESTL_20160417_01;0;;;;
115;ICME_Wind_MOESTL_20160416_01;0;;;;
117;ICME_Wind_MOESTL_20160414_01;1;;;;
120;ICME_Wind_MOESTL_20160118_01;1;;;;
123;ICME_Wind_MOESTL_20151231_01;1;;;;
124;ICME_Wind_NASA_20151219_01;1;;;;
126;ICME_Wind_NASA_20151106_01;1;;;;
127;ICME_Wind_NASA_20151024_01;1;;;;
129;ICME_Wind_NASA_20150907_01;1;;;;
132;ICME_Wind_NASA_20150622_01;1;;;;
133;ICME_Wind_NASA_20150510_01;0;;;;
134;ICME_Wind_NASA_20150508_01;0;;;;
135;ICME_Wind_NASA_20150506_01;1;;;;
137;ICME_Wind_NASA_20150409_01;1;;;;
139;ICME_Wind_NASA_20150331_01;1;;;;
140;ICME_Wind_NASA_20150328_01;0;;;;
146;ICME_Wind_NASA_20150107_01;1;;;;
155;ICME_Wind_NASA_20140912_01;1;;;;
161;ICME_Wind_NASA_20140826_01;0;;;;
162;ICME_Wind_NASA_20140819_01;1;;;;
171;ICME_Wind_NASA_20140703_01;1;;;;
175;ICME_Wind_NASA_20140629_01;0;;;;
178;ICME_Wind_NASA_20140622_01;0;;;;
185;ICME_Wind_NASA_20140607_01;1;;;;
191;ICME_Wind_NASA_20140420_01;1;;;;
197;ICME_Wind_NASA_20140405_01;0;;;;
215;ICME_Wind_NASA_20140218_01;1;;;;
218;ICME_Wind_NASA_20140215_01;1;;;;
224;ICME_Wind_NASA_20140205_01;0;;;;
241;ICME_Wind_NASA_20131224_01;0;;;;
244;ICME_Wind_NASA_20131214_01;0;;;;
247;ICME_Wind_NASA_20131208_01;1;;;;
249;ICME_Wind_NASA_20131130_01;0;;;;
254;ICME_Wind_NASA_20131123_01;0;;;;
259;ICME_Wind_NASA_20131108_01;0;;;;
277;ICME_Wind_NASA_20131002_01;1;;;;
285;ICME_Wind_NASA_20130901_01;0;;;;
295;ICME_Wind_NASA_20130712_01;1;;;;
298;ICME_Wind_NASA_20130704_01;0;;;;
300;ICME_Wind_NASA_20130627_01;1;;;;
304;ICME_Wind_NASA_20130606_01;0;;;;
311;ICME_Wind_NASA_20130514_01;0;;;;
317;ICME_Wind_NASA_20130430_01;1;;;;
326;ICME_Wind_NASA_20130413_01;1;;;;
331;ICME_Wind_NASA_20130317_01;1;;;;
345;ICME_Wind_NASA_20130119_01;1;;;;
346;ICME_Wind_NASA_20130118_01;0;;;;
347;ICME_Wind_NASA_20130116_01;0;;;;
355;ICME_Wind_NASA_20121123_01;1;;;;
362;ICME_Wind_NASA_20121112_01;1;;;;
368;ICME_Wind_NASA_20121031_01;1;;;;
375;ICME_Wind_NASA_20121012_01;0;;;;
378;ICME_Wind_NASA_20121008_01;1;;;;
380;ICME_Wind_NASA_20120930_01;1;;;;
393;ICME_Wind_NASA_20120906_01;0;;;;
394;ICME_Wind_NASA_20120904_01;1;;;;
400;ICME_Wind_NASA_20120818_01;0;;;;
402;ICME_Wind_NASA_20120812_01;0;;;;
413;ICME_Wind_MOESTL_20120714_01;1;;;;
416;ICME_Wind_NASA_20120708_01;0;;;;
424;ICME_Wind_MOESTL_20120616_01;1;;;;
428;ICME_Wind_NASA_20120611_01;0;;;;
433;ICME_Wind_NASA_20120516_01;0;;;;
437;ICME_Wind_NASA_20120503_01;1;;;;
439;ICME_Wind_NASA_20120423_01;1;;;;
444;ICME_Wind_NASA_20120405_01;0;;;;
451;ICME_Wind_NASA_20120315_01;1;;;;
452;ICME_Wind_NASA_20120312_01;1;;;;
456;ICME_Wind_NASA_20120308_01;1;;;;
464;ICME_Wind_NASA_20120226_01;1;;;;
466;ICME_Wind_NASA_20120214_01;0;;;;
473;ICME_Wind_MOESTL_20120124_01;0;;;;
474;ICME_Wind_NASA_20120122_01;1;;;;
475;ICME_Wind_NASA_20120121_01;1;;;;
495;ICME_Wind_NASA_20111128_01;1;;;;
505;ICME_Wind_NASA_20111107_01;0;;;;
509;ICME_Wind_NASA_20111104_01;1;;;;
511;ICME_Wind_NASA_20111102_01;1;;;;
515;ICME_Wind_NASA_20111024_01;1;;;;
520;ICME_Wind_NASA_20111005_01;1;;;;
530;ICME_Wind_NASA_20110917_01;1;;;;
531;ICME_Wind_MOESTL_20110909_01;0;;;;
542;ICME_Wind_NASA_20110630_01;0;;;;
547;ICME_Wind_NASA_20110617_01;1;;;;
552;ICME_Wind_NASA_20110604_01;1;;;;
555;ICME_Wind_NASA_20110528_01;0;;;;
560;ICME_Wind_NASA_20110429_01;0;;;;
577;ICME_Wind_NASA_20110329_01;1;;;;
590;ICME_Wind_MOESTL_20110218_02;1;;;;
591;ICME_Wind_MOESTL_20110218_01;1;;;;
593;ICME_Wind_MOESTL_20110204_01;0;;;;
598;ICME_Wind_NASA_20110124_01;0;;;;
604;ICME_Wind_NASA_20101219_01;1;;;;
614;ICME_Wind_NASA_20101031_01;0;;;;
616;ICME_Wind_MOESTL_20101030_01;0;;;;
618;ICME_Wind_NASA_20100925_01;0;;;;
633;ICME_Wind_NASA_20100803_01;1;;;;
642;ICME_Wind_NASA_20100621_01;0;;;;
651;ICME_Wind_NASA_20100528_01;1;;;;
652;ICME_Wind_NASA_20100518_01;0;;;;
655;ICME_Wind_NASA_20100411_01;1;;;;
656;ICME_Wind_NASA_20100405_01;1;;;;
663;ICME_Wind_NASA_20100207_01;0;;;;
666;ICME_Wind_NASA_20100101_01;0;;;;
669;ICME_Wind_NASA_20091212_01;0;;;;
684;ICME_Wind_NASA_20090930_01;0;;;;
698;ICME_Wind_NASA_20090721_01;0;;;;
702;ICME_Wind_NASA_20090627_01;1;;;;
706;ICME_Wind_NASA_20090603_01;0;;;;
711;ICME_Wind_NASA_20090422_01;0;;;;
712;ICME_Wind_NASA_20090405_01;0;;;;
713;ICME_Wind_NASA_20090311_01;1;;;;
716;ICME_Wind_NASA_20090203_01;1;;;;
722;ICME_Wind_NASA_20090102_01;0;;;;
726;ICME_Wind_NASA_20081204_01;0;;;;
730;ICME_Wind_NASA_20080917_01;0;;;;
749;ICME_Wind_NASA_20071119_01;1;;;;
768;ICME_Wind_NASA_20070521_01;0;;;;
777;ICME_Wind_NASA_20070114_01;0;;;;
21;ICME_STEREO_A_MOESTL_20200709_01;1;;;;
39;ICME_STEREO_A_MOESTL_20191130_01;1;;;;
44;ICME_STEREO_A_MOESTL_20191007_01;1;;;;
47;ICME_STEREO_A_MOESTL_20190803_01;0;;;;
50;ICME_STEREO_A_MOESTL_20190721_01;0;;;;
52;ICME_STEREO_A_MOESTL_20190527_01;1;;;;
54;ICME_STEREO_A_MOESTL_20190515_01;0;;;;
57;ICME_STEREO_A_MOESTL_20190510_01;1;;;;
58;ICME_STEREO_A_MOESTL_20190506_01;1;;;;
61;ICME_STEREO_A_MOESTL_20190302_01;0;;;;
62;ICME_STEREO_A_MOESTL_20190213_01;1;;;;
63;ICME_STEREO_A_MOESTL_20190129_01;0;;;;
67;ICME_STEREO_A_MOESTL_20180916_01;0;;;;
71;ICME_STEREO_A_MOESTL_20180807_02;0;;;;
74;ICME_STEREO_A_MOESTL_20180710_01;0;;;;
76;ICME_STEREO_A_MOESTL_20180709_01;0;;;;
81;ICME_STEREO_A_JIAN_20171207_01;1;;;;
84;ICME_STEREO_A_JIAN_20171021_01;1;;;;
85;ICME_STEREO_A_JIAN_20170919_01;1;;;;
88;ICME_STEREO_A_JIAN_20170729_01;1;;;;
89;ICME_STEREO_A_MOESTL_20170725_01;1;;;;
90;ICME_STEREO_A_MOESTL_20170724_01;1;;;;
92;ICME_STEREO_A_JIAN_20170715_01;1;;;;
94;ICME_STEREO_A_JIAN_20170602_01;0;;;;
116;ICME_STEREO_A_JIAN_20160415_01;1;;;;
118;ICME_STEREO_A_JIAN_20160313_01;1;;;;
121;ICME_STEREO_A_JIAN_20160109_01;1;;;;
125;ICME_STEREO_A_JIAN_20151202_01;0;;;;
163;ICME_STEREO_A_JIAN_20140811_01;1;;;;
169;ICME_STEREO_A_JIAN_20140712_01;1;;;;
170;ICME_STEREO_A_JIAN_20140704_01;1;;;;
182;ICME_STEREO_A_JIAN_20140609_01;1;;;;
186;ICME_STEREO_A_JIAN_20140511_01;1;;;;
194;ICME_STEREO_A_JIAN_20140411_01;1;;;;
196;ICME_STEREO_A_JIAN_20140409_01;1;;;;
200;ICME_STEREO_A_JIAN_20140330_01;1;;;;
203;ICME_STEREO_A_JIAN_20140314_01;1;;;;
204;ICME_STEREO_A_JIAN_20140311_01;1;;;;
206;ICME_STEREO_A_JIAN_20140307_01;1;;;;
210;ICME_STEREO_A_JIAN_20140225_01;1;;;;
211;ICME_STEREO_A_JIAN_20140222_02;1;;;;
212;ICME_STEREO_A_JIAN_20140222_01;1;;;;
217;ICME_STEREO_A_JIAN_20140216_01;1;;;;
221;ICME_STEREO_A_JIAN_20140207_01;1;;;;
225;ICME_STEREO_A_JIAN_20140205_01;1;;;;
234;ICME_STEREO_A_JIAN_20140109_01;1;;;;
236;ICME_STEREO_A_JIAN_20131231_01;1;;;;
248;ICME_STEREO_A_JIAN_20131201_01;1;;;;
255;ICME_STEREO_A_JIAN_20131118_01;1;;;;
256;ICME_STEREO_A_JIAN_20131114_01;1;;;;
258;ICME_STEREO_A_JIAN_20131111_01;1;;;;
263;ICME_STEREO_A_JIAN_20131104_01;1;;;;
270;ICME_STEREO_A_JIAN_20131022_01;0;;;;
275;ICME_STEREO_A_JIAN_20131004_01;1;;;;
278;ICME_STEREO_A_JIAN_20130921_01;0;;;;
286;ICME_STEREO_A_JIAN_20130901_01;0;;;;
287;ICME_STEREO_A_JIAN_20130822_01;1;;;;
290;ICME_STEREO_A_JIAN_20130810_01;1;;;;
291;ICME_STEREO_A_JIAN_20130727_01;1;;;;
292;ICME_STEREO_A_JIAN_20130725_01;1;;;;
306;ICME_STEREO_A_JIAN_20130529_01;0;;;;
312;ICME_STEREO_A_JIAN_20130512_01;1;;;;
315;ICME_STEREO_A_JIAN_20130502_01;1;;;;
321;ICME_STEREO_A_JIAN_20130427_01;1;;;;
323;ICME_STEREO_A_JIAN_20130422_01;1;;;;
328;ICME_STEREO_A_JIAN_20130327_01;0;;;;
329;ICME_STEREO_A_JIAN_20130326_01;1;;;;
336;ICME_STEREO_A_JIAN_20130228_01;1;;;;
342;ICME_STEREO_A_JIAN_20130208_01;1;;;;
344;ICME_STEREO_A_JIAN_20130125_01;1;;;;
348;ICME_STEREO_A_JIAN_20130109_01;1;;;;
353;ICME_STEREO_A_JIAN_20121126_01;1;;;;
356;ICME_STEREO_A_JIAN_20121123_01;1;;;;
360;ICME_STEREO_A_JIAN_20121113_01;1;;;;
363;ICME_STEREO_A_JIAN_20121111_01;1;;;;
365;ICME_STEREO_A_JIAN_20121110_01;1;;;;
370;ICME_STEREO_A_JIAN_20121026_01;1;;;;
373;ICME_STEREO_A_JIAN_20121022_01;1;;;;
377;ICME_STEREO_A_JIAN_20121011_01;1;;;;
379;ICME_STEREO_A_JIAN_20121005_01;1;;;;
382;ICME_STEREO_A_JIAN_20120923_01;1;;;;
386;ICME_STEREO_A_JIAN_20120919_01;1;;;;
390;ICME_STEREO_A_JIAN_20120911_01;1;;;;
404;ICME_STEREO_A_JIAN_20120805_01;1;;;;
409;ICME_STEREO_A_JIAN_20120720_01;1;;;;
415;ICME_STEREO_A_JIAN_20120710_01;1;;;;
429;ICME_STEREO_A_JIAN_20120528_01;1;;;;
432;ICME_STEREO_A_JIAN_20120518_01;1;;;;
448;ICME_STEREO_A_JIAN_20120319_01;1;;;;
449;ICME_STEREO_A_JIAN_20120318_01;1;;;;
484;ICME_STEREO_A_JIAN_20120101_01;1;;;;
492;ICME_STEREO_A_JIAN_20111206_01;1;;;;
496;ICME_STEREO_A_JIAN_20111128_01;1;;;;
497;ICME_STEREO_A_JIAN_20111126_01;1;;;;
498;ICME_STEREO_A_JIAN_20111125_01;1;;;;
514;ICME_STEREO_A_JIAN_20111025_01;1;;;;
523;ICME_STEREO_A_JIAN_20111002_01;1;;;;
532;ICME_STEREO_A_JIAN_20110908_01;1;;;;
536;ICME_STEREO_A_JIAN_20110813_01;1;;;;
537;ICME_STEREO_A_JIAN_20110806_01;1;;;;
539;ICME_STEREO_A_JIAN_20110712_01;1;;;;
549;ICME_STEREO_A_JIAN_20110605_01;1;;;;
570;ICME_STEREO_A_JIAN_20110411_01;1;;;;
572;ICME_STEREO_A_JIAN_20110405_01;0;;;;
580;ICME_STEREO_A_JIAN_20110322_01;1;;;;
582;ICME_STEREO_A_JIAN_20110319_01;1;;;;
606;ICME_STEREO_A_JIAN_20101214_01;1;;;;
620;ICME_STEREO_A_JIAN_20100917_01;1;;;;
623;ICME_STEREO_A_JIAN_20100911_01;1;;;;
629;ICME_STEREO_A_JIAN_20100820_01;1;;;;
630;ICME_STEREO_A_JIAN_20100817_01;1;;;;
649;ICME_STEREO_A_JIAN_20100603_01;1;;;;
650;ICME_STEREO_A_JIAN_20100530_01;1;;;;
653;ICME_STEREO_A_JIAN_20100423_01;1;;;;
664;ICME_STEREO_A_JIAN_20100205_01;1;;;;
670;ICME_STEREO_A_JIAN_20091208_01;1;;;;
675;ICME_STEREO_A_JIAN_20091114_01;0;;;;
682;ICME_STEREO_A_JIAN_20091016_01;1;;;;
707;ICME_STEREO_A_JIAN_20090603_01;0;;;;
731;ICME_STEREO_A_JIAN_20080904_01;0;;;;
734;ICME_STEREO_A_JIAN_20080705_01;1;;;;
741;ICME_STEREO_A_JIAN_20080321_01;0;;;;
755;ICME_STEREO_A_JIAN_20070825_01;1;;;;
152;ICME_STEREO_B_JIAN_20140925_01;1;;;;
160;ICME_STEREO_B_JIAN_20140831_01;1;;;;
172;ICME_STEREO_B_JIAN_20140701_01;0;;;;
176;ICME_STEREO_B_JIAN_20140627_01;1;;;;
183;ICME_STEREO_B_JIAN_20140609_01;1;;;;
187;ICME_STEREO_B_JIAN_20140508_01;1;;;;
193;ICME_STEREO_B_JIAN_20140412_01;1;;;;
202;ICME_STEREO_B_JIAN_20140314_01;1;;;;
223;ICME_STEREO_B_JIAN_20140205_01;0;;;;
228;ICME_STEREO_B_JIAN_20140129_01;1;;;;
237;ICME_STEREO_B_JIAN_20131228_01;1;;;;
243;ICME_STEREO_B_JIAN_20131217_01;1;;;;
246;ICME_STEREO_B_JIAN_20131208_01;1;;;;
260;ICME_STEREO_B_JIAN_20131108_01;1;;;;
261;ICME_STEREO_B_JIAN_20131106_01;1;;;;
273;ICME_STEREO_B_JIAN_20131008_01;1;;;;
280;ICME_STEREO_B_JIAN_20130915_01;0;;;;
282;ICME_STEREO_B_JIAN_20130909_01;1;;;;
284;ICME_STEREO_B_JIAN_20130903_01;1;;;;
305;ICME_STEREO_B_JIAN_20130602_01;1;;;;
310;ICME_STEREO_B_JIAN_20130515_01;1;;;;
314;ICME_STEREO_B_JIAN_20130504_01;1;;;;
322;ICME_STEREO_B_JIAN_20130427_01;1;;;;
334;ICME_STEREO_B_JIAN_20130307_01;1;;;;
339;ICME_STEREO_B_JIAN_20130218_01;1;;;;
350;ICME_STEREO_B_JIAN_20121225_01;1;;;;
352;ICME_STEREO_B_JIAN_20121128_01;1;;;;
359;ICME_STEREO_B_JIAN_20121119_01;1;;;;
371;ICME_STEREO_B_JIAN_20121025_01;1;;;;
374;ICME_STEREO_B_JIAN_20121017_01;1;;;;
381;ICME_STEREO_B_JIAN_20120925_01;1;;;;
383;ICME_STEREO_B_JIAN_20120923_01;1;;;;
395;ICME_STEREO_B_JIAN_20120903_01;1;;;;
406;ICME_STEREO_B_JIAN_20120728_01;1;;;;
407;ICME_STEREO_B_JIAN_20120723_01;1;;;;
418;ICME_STEREO_B_JIAN_20120704_01;1;;;;
423;ICME_STEREO_B_JIAN_20120618_01;0;;;;
427;ICME_STEREO_B_JIAN_20120611_01;1;;;;
434;ICME_STEREO_B_JIAN_20120512_01;1;;;;
436;ICME_STEREO_B_JIAN_20120508_01;1;;;;
441;ICME_STEREO_B_JIAN_20120417_01;1;;;;
445;ICME_STEREO_B_JIAN_20120329_01;1;;;;
446;ICME_STEREO_B_JIAN_20120328_01;1;;;;
447;ICME_STEREO_B_JIAN_20120326_01;1;;;;
454;ICME_STEREO_B_JIAN_20120310_01;1;;;;
455;ICME_STEREO_B_JIAN_20120308_01;1;;;;
478;ICME_STEREO_B_JIAN_20120116_01;1;;;;
479;ICME_STEREO_B_JIAN_20120110_01;0;;;;
487;ICME_STEREO_B_JIAN_20111226_01;1;;;;
500;ICME_STEREO_B_JIAN_20111120_01;1;;;;
506;ICME_STEREO_B_JIAN_20111106_01;1;;;;
513;ICME_STEREO_B_JIAN_20111029_01;0;;;;
522;ICME_STEREO_B_JIAN_20111003_01;1;;;;
525;ICME_STEREO_B_JIAN_20110924_02;1;;;;
527;ICME_STEREO_B_JIAN_20110924_01;1;;;;
554;ICME_STEREO_B_JIAN_20110601_01;1;;;;
576;ICME_STEREO_B_JIAN_20110331_01;1;;;;
578;ICME_STEREO_B_JIAN_20110328_01;1;;;;
581;ICME_STEREO_B_JIAN_20110320_01;1;;;;
585;ICME_STEREO_B_JIAN_20110311_01;1;;;;
588;ICME_STEREO_B_JIAN_20110307_01;1;;;;
589;ICME_STEREO_B_JIAN_20110226_01;1;;;;
600;ICME_STEREO_B_JIAN_20110117_01;1;;;;
605;ICME_STEREO_B_JIAN_20101216_01;0;;;;
610;ICME_STEREO_B_JIAN_20101202_01;0;;;;
611;ICME_STEREO_B_JIAN_20101119_01;1;;;;
647;ICME_STEREO_B_JIAN_20100607_01;1;;;;
667;ICME_STEREO_B_JIAN_20091229_01;0;;;;
683;ICME_STEREO_B_JIAN_20091002_01;1;;;;
690;ICME_STEREO_B_JIAN_20090830_01;1;;;;
696;ICME_STEREO_B_JIAN_20090805_01;1;;;;
704;ICME_STEREO_B_JIAN_20090619_01;1;;;;
735;ICME_STEREO_B_JIAN_20080606_01;1;;;;
739;ICME_STEREO_B_JIAN_20080429_01;1;;;;
744;ICME_STEREO_B_JIAN_20071230_01;0;;;;
751;ICME_STEREO_B_JIAN_20071023_01;0;;;;